,Unnamed: 0,Title,Year_x,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,Rank,Game,Month,Year_y,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
963,3494,swat 4 the stetchkov syndicate,2006,IrrationalGames,Action;Shooter;Shooter;First-Person;Modern;Arcade,PC,80,8.3,16  Online,,,,,,,,,,,,
965,3496,dropsy,2015,"Tendershoot,AJollyCorpse",Adventure;Point-and-Click,PC,80,7.4,No Online Multiplayer,,,,,,,,,,,,
966,3497,company of heroes 2 the british forces,2015,"Relic,RelicEntertainment",Strategy;Real-Time;General,PC,80,6.1,not specified,,,,,,,,,,,,
967,3499,ground control ii operation exodus,2004,MassiveEntertainment,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,80,8.6,1-8 ,,,,,,,,,,,,
968,3502,nba live 2004,2003,EASports,Sports;Traditional;Team;Basketball;Sim;Sim,PC,80,8.8,1-8 ,,,,,,,,,,,,
969,3514,brutal legend,2013,DoubleFineProductions,Action;General;Action Adventure;Fantasy;General;Fantasy;Open-World,PC,80,7.8,not specified,,,,,,,,,,,,
970,3515,tomb raider underworld,2008,NixxesSoftware,Action Adventure;Modern;General;Modern,PC,80,7.7,No Online Multiplayer,,,,,,,,,,,,
971,3517,titan quest immortal throne,2007,IronLoreEntertainment,Role-Playing;Action RPG;Action RPG,PC,80,8.5,Online Multiplayer,,,,,,,,,,,,
972,3520,lamulana remake,2012,Nigoro,Action;Platformer;2D,PC,80,7.1,not specified,,,,,,,,,,,,
973,3521,xmen legends ii rise of apocalypse,2005,RavenSoftware,Role-Playing;Action RPG;Action RPG,PC,80,8.6,4  Online,,,,,,,,,,,,
974,3526,spellforce 2 shadow wars,2006,EAPhenomic,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,80,7.5,4  Online,,,,,,,,,,,,
975,3527,fritz 8 deluxe,2004,ChessBase,Miscellaneous;Board Games;Board Games;Board / Card Game,PC,80,7.8,2  Online,,,,,,,,,,,,
976,3528,trine,2009,"Frozenbyte,Inc.",Action;Action Adventure;Fantasy;General;Platformer;Fantasy;2D,PC,80,8.2,1-3 ,,,,,,,,,,,,
977,3536,hoyle majestic chess,2003,Fluent,Miscellaneous;Board Games;Board Games;Board / Card Game,PC,80,7.2,1-2 ,,,,,,,,,,,,
978,3538,dishonored the knife of dunwall,2013,ArkaneStudios,Action Adventure;Modern;General;Modern,PC,80,8.3,not specified,,,,,,,,,,,,
980,3543,natural selection 2,2012,UnknownWorldsEntertainment,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,80,8.5,Online Multiplayer,,,,,,,,,,,,
981,3551,the legend of heroes trails of cold steel,2017,Falcom,Role-Playing;Japanese-Style,PC,80,8.5,No Online Multiplayer,,,,,,,,,,,,
983,3553,samorost 3,2016,AmanitaDesign,General;Adventure;General;Point-and-Click,PC,80,8.1,not specified,,,,,,,,,,,,
984,3556,the sims 3 into the future,2013,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,80,5.4,not specified,,,,,,,,,,,,
985,3557,borderlands 2 captain scarlett and her pirates booty,2012,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,80,7.4,not specified,,,,,,,,,,,,
986,3560,fate,2005,WildTangent,Role-Playing;Action RPG;Third-Person;Action RPG,PC,80,7.8,1 Player,,,,,,,,,,,,
987,3564,2002 fifa world cup,2002,EASports,Sports;Traditional;Team;Soccer;Sim;Sim,PC,80,8.0,1-16 ,,,,,,,,,,,,
988,3565,asherons call dark majesty,2001,TurbineInc.,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,80,8.1,Massively Multiplayer,,,,,,,,,,,,
989,3577,dragonshard,2005,LiquidEntertainment,Strategy;Real-Time;Fantasy;General;Fantasy,PC,80,7.4,8  Online,,,,,,,,,,,,
990,3578,icewind dale,2014,"BlackIsleStudios,Beamdog,OverhaulGames",Role-Playing;PC-style RPG;Western-Style,PC,80,7.2,not specified,,,,,,,,,,,,
992,3583,super time force ultra,2014,CapyGames,Action;Platformer;Shooter;2D;Scrolling;Shoot-'Em-Up;Vertical,PC,80,6.5,No Online Multiplayer,,,,,,,,,,,,
993,3584,day of defeat source,2005,ValveSoftware,Action;Shooter;Shooter;First-Person;Historic;Tactical;Historic;Arcade,PC,80,9.1,32  Online,,,,,,,,,,,,
994,3585,battlefield 2142,2006,EADICE,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,80,6.8,64  Online,,,,,,,,,,,,
997,3603,warhammer 40000 dawn of war ii retribution,2011,Relic,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,80,7.8,not specified,,,,,,,,,,,,
998,3610,ghost 10,2016,@unepic_fran,Action Adventure;Open-World,PC,80,7.4,No Online Multiplayer,,,,,,,,,,,,
999,3623,panzer corps,2011,TheLordzGamesStudio,Strategy;Turn-Based;Real-Time;Wargame;Real-Time;General;Tactics,PC,80,7.5,1-2 ,,,,,,,,,,,,
1000,3630,tooth and tail,2017,PocketwatchGames,Strategy;Real-Time;General,PC,80,7.5,Online Multiplayer,,,,,,,,,,,,
1001,3632,men of war,2009,BestWay,Strategy;Real-Time;Historic;General;Historic;Tactics,PC,80,8.1,16  Online,,,,,,,,,,,,
1002,3634,fallen enchantress legendary heroes,2013,Stardock,Strategy;Turn-Based;Fantasy;General;4X,PC,80,7.7,No Online Multiplayer,,,,,,,,,,,,
1003,3641,the walking dead episode 4 around every corner,2012,TelltaleGames,Miscellaneous;Adventure;General;Compilation;Point-and-Click,PC,80,8.5,not specified,,,,,,,,,,,,
1004,3642,tales of monkey island chapter 4 the trial and execution of guybrush threepwood,2009,TelltaleGames,Adventure;General;3D;Fantasy;Third-Person;Fantasy,PC,80,8.4,No Online Multiplayer,,,,,,,,,,,,
1005,3643,penny arcade adventures episode two,2008,HotheadGames,Adventure;General;General,PC,80,7.7,not specified,,,,,,,,,,,,
1006,3650,time commando,1996,AdelineSoftware,Action Adventure;Sci-Fi;Sci-Fi;General,PC,80,8.6,1 Player,,,,,,,,,,,,
1007,3658,the sims 4 cats dogs,2017,Maxis,Simulation;Virtual;Virtual Life,PC,80,4.3,not specified,,,,,,,,,,,,
1008,3660,sins of aar empire entrenchment,2009,IroncladGames,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,80,8.2,10  Online,,,,,,,,,,,,
1009,3665,f1 2012,2012,Codemasters,Driving;Racing;Simulation;Formula One;Formula One;Automobile,PC,80,7.1,not specified,,,,,,,,,,,,
1010,3666,nidhogg 2,2017,Messhof,Action;General,PC,80,6.1,Online Multiplayer,,,,,,,,,,,,
1011,3671,luftrausers,2014,Vlambeer,General;Action;General;Shooter;Shoot-'Em-Up;Top-Down,PC,80,6.8,not specified,,,,,,,,,,,,
1013,3675,stealth bastard deluxe,2012,CurveStudios,Action;Platformer;Platformer;2D;2D,PC,80,8.2,No Online Multiplayer,,,,,,,,,,,,
1014,3678,tom clancys ghost recon advanced warfighter,2006,GRIN,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,80,7.7,32  Online,,,,,,,,,,,,
1015,3680,lego batman the videogame,2008,Traveller'sTales,Action Adventure;Modern;General;Modern,PC,80,7.7,No Online Multiplayer,,,,,,,,,,,,
1016,3685,stacking,2012,DoubleFineProductions,Miscellaneous;Puzzle;Action;Puzzle;Action,PC,80,7.9,1 Player,,,,,,,,,,,,
1017,3688,age of wonders 3,2014,TriumphStudios,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,80,8.0,not specified,,,,,,,,,,,,
1018,3689,life is strange episode 3 chaos theory,2015,DONTNODEntertainment,Action Adventure;General,PC,80,8.9,not specified,,,,,,,,,,,,
1019,3692,the legend of heroes trails in the sky sc,2015,Falcom,Console-style RPG;Role-Playing;Japanese-Style,PC,80,8.5,No Online Multiplayer,,,,,,,,,,,,
1020,3697,proteus,2013,EdKeyandDavidKanaga,Adventure;General;General;3D;First-Person;Fantasy,PC,80,5.6,not specified,,,,,,,,,,,,
1022,3700,candle,2016,TekuStudios,Action;Platformer;Platformer;2D;2D,PC,80,7.7,No Online Multiplayer,,,,,,,,,,,,
1023,3706,robin hood the legend of sherwood,2002,Spellbound,Strategy;Real-Time;Fantasy;General;Fantasy,PC,80,8.4,No Online Multiplayer,,,,,,,,,,,,
1024,3708,soldier of fortune ii double helix,2002,RavenSoftware,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,80,7.3,1-64 ,,,,,,,,,,,,
1025,3713,rollercoaster tycoon loopy landscapes,2000,ChrisSawyer,Strategy;Tycoon;Management;Business / Tycoon,PC,80,8.9,1 Player,,,,,,,,,,,,
1026,3716,1979 revolution black friday,2016,"N-FusionInteractiveEntertainmentCorp.,iNKStories",Adventure;General,PC,80,7.7,No Online Multiplayer,,,,,,,,,,,,
1028,3719,toki tori,2010,TwoTribes,Miscellaneous;Puzzle;Action;Puzzle;General;Puzzle;General,PC,80,7.8,No Online Multiplayer,,,,,,,,,,,,
1029,3722,ys seven,2017,Falcom,Role-Playing;Action RPG,PC,80,7.8,No Online Multiplayer,,,,,,,,,,,,
1030,3727,roboblitz,2006,NakedSkyEntertainment,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PC,80,8.3,1 Player,,,,,,,,,,,,
1032,3731,cities skylines natural disasters,2016,ColossalOrder,Strategy;Management;Government,PC,80,6.1,not specified,,,,,,,,,,,,
1033,3733,wargame airland battle,2013,EugenSystems,Strategy;Real-Time;Historic;Historic;Tactics,PC,80,8.1,not specified,,,,,,,,,,,,
1034,3734,football manager 2015,2014,SportsInteractive,Sports;Traditional;Team;Soccer;Management,PC,80,6.1,not specified,,,,,,,,,,,,
1035,3736,trackmania united,2006,Nadeo,Driving;Racing;Arcade;Arcade;Automobile,PC,80,9.0,32  Online,,,,,,,,,,,,
1036,3737,the suffering,2004,SurrealSoftware,Action Adventure;Horror;Horror;Survival,PC,80,8.3,1 Player,,,,,,,,,,,,
1037,3742,gish,2004,ChronicLogic,Action;Platformer;Platformer;2D;2D,PC,80,7.1,1-2 ,,,,,,,,,,,,
1038,3744,axiom verge,2015,TomHapp,Action Adventure;Sci-Fi;Sci-Fi;General,PC,80,8.1,No Online Multiplayer,,,,,,,,,,,,
1040,3752,driver san francisco,2011,UbisoftReflections,Driving;Racing;Mission-based;Arcade;Mission-based;Automobile,PC,80,7.1,not specified,,,,,,,,,,,,
1041,3759,the corporate machine,2001,Stardock,Strategy;General;General;Management;Business / Tycoon,PC,80,7.5,1 Player,,,,,,,,,,,,
1042,3762,dungeons dragons chronicles of mystara,2013,IronGalaxyStudios,Action;Miscellaneous;Beat-'Em-Up;Compilation,PC,80,6.7,not specified,,,,,,,,,,,,
1043,3768,disciples ii rise of the elves,2003,StrategyFirst,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,80,8.2,1-4 ,,,,,,,,,,,,
1044,3772,mechcommander 2,2001,MicrosoftGameStudios,Strategy;General;General,PC,80,8.4,1-8 ,,,,,,,,,,,,
1045,3774,waterloo napoleons last battle,2001,BreakAwayGames,Strategy;General;General,PC,80,7.5,1-8 ,,,,,,,,,,,,
1046,3776,chessmaster 8000,2000,Mattel,Action;Miscellaneous;General;General;Board / Card Game,PC,80,6.7,1-2 ,,,,,,,,,,,,
1047,3777,circle of blood,1996,RevolutionSoftware,Adventure;General;General;Point-and-Click,PC,80,8.6,1 Player,,,,,,,,,,,,
1048,3780,youropa,2018,frecleApS,Action Adventure;General,PC,80,7.0,No Online Multiplayer,,,,,,,,,,,,
1049,3781,bioshock infinite burial at sea episode two,2014,IrrationalGames,Shooter;Sci-Fi;Action;Shooter;First-Person;Sci-Fi;Arcade,PC,80,8.5,not specified,,,,,,,,,,,,
1051,3784,the walking dead season two a telltale games series,2013,TelltaleGames,Action;Adventure;General;General;Point-and-Click,PC,80,8.3,No Online Multiplayer,,,,,,,,,,,,
1052,3785,flyn,2012,Ankama,Miscellaneous;Puzzle;General;Puzzle;General,PC,80,8.1,not specified,,,,,,,,,,,,
1053,3788,total war attila,2015,CreativeAssembly,Strategy;Real-Time;General;Historic,PC,80,7.4,not specified,,,,,,,,,,,,
1054,3790,the wolf among us,2013,TelltaleGames,Action Adventure;Adventure;General;Fantasy;Point-and-Click,PC,80,8.8,not specified,,,,,,,,,,,,
1055,3796,nancy drew secret of the old clock,2005,HerInteractive,Adventure;First-Person;Point-and-Click;Modern;Modern,PC,80,8.2,No Online Multiplayer,,,,,,,,,,,,
1057,3808,capsized,2011,Alientrap,Action;Platformer;Platformer;2D;2D,PC,80,7.2,No Online Multiplayer,,,,,,,,,,,,
1060,3824,myst v end of ages,2005,CyanWorlds,Adventure;3D;First-Person;Fantasy;Fantasy,PC,80,8.0,1 Player,,,,,,,,,,,,
1061,3826,railroad tycoon 3,2003,PopTopSoftware,Strategy;Tycoon;Management;Tycoon;Business / Tycoon,PC,80,7.7,1-4 ,,,,,,,,,,,,
1062,3832,hostile waters antaeus rising,2001,RageSoftware,Strategy;General;General,PC,80,8.0,1 Player,,,,,,,,,,,,
1063,3835,dustforce,2012,Hitbox,Action;Platformer;Platformer;2D;2D,PC,79,7.9,not specified,,,,,,,,,,,,
1064,3839,empire earth 2,2005,MadDocSoftware,Strategy;Real-Time;Historic;General;Historic,PC,79,7.1,10  Online,,,,,,,,,,,,
1065,3842,fallout 3 point lookout,2009,BethesdaGameStudios,Role-Playing;First-Person;First-Person;General;Western-Style,PC,79,7.8,1 Player,,,,,,,,,,,,
1066,3843,fractured space,2016,EdgeCaseGames,Sci-Fi;Strategy;Real-Time;General,PC,79,7.8,Online Multiplayer,,,,,,,,,,,,
1067,3845,test drive unlimited,2007,EdenStudios,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,79,8.1,1 Player,,,,,,,,,,,,
1068,3851,the magic circle,2015,"Questionary,Question",Adventure;3D;First-Person,PC,79,7.3,No Online Multiplayer,,,,,,,,,,,,
1069,3854,the path,2009,TaleofTales,Adventure;3D;Fantasy;Third-Person;Fantasy,PC,79,7.0,1 Player,,,,,,,,,,,,
1071,3860,revenge of the titans,2010,PuppyGames,Strategy;Real-Time;Fantasy;General;Fantasy,PC,79,7.6,No Online Multiplayer,,,,,,,,,,,,
1072,3861,bookworm adventures volume 2,2009,PopCap,Miscellaneous;Puzzle;Puzzle;Puzzle;Logic;Logic,PC,79,7.6,not specified,,,,,,,,,,,,
1073,3864,f1 2001,2001,EASports,Driving;Racing;Simulation;Formula One;Formula One;Automobile,PC,79,6.9,1-8 ,,,,,,,,,,,,
1074,3869,brothers in arms hells highway,2008,GearboxSoftware,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,79,7.9,No Online Multiplayer,,,,,,,,,,,,
1075,3873,space invaders extreme,2018,TaitoCorporation,Action;Shooter;Shoot-'Em-Up;Vertical,PC,79,tbd,not specified,,,,,,,,,,,,
1076,3876,star wars empire at war,2006,Petroglyph,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,79,8.3,8  Online,,,,,,,,,,,,
1077,3882,europa universalis rome vae victis,2008,ParadoxDevelopmentStudio,Strategy;General;General,PC,79,8.6,32  Online,,,,,,,,,,,,
1078,3888,silent hunter wolves of the pacific,2007,UbisoftRomania,Simulation;Submarine;Submarine;Marine;Combat,PC,79,7.1,8  Online,,,,,,,,,,,,
1080,3896,1701 ad,2006,RelatedDesigns,Strategy;Real-Time;Historic;General;Historic,PC,79,8.4,4  Online,,,,,,,,,,,,
1081,3897,stasis,2015,THEBROTHERHOOD,General;Miscellaneous;General,PC,79,7.6,not specified,,,,,,,,,,,,
1082,3900,pro evolution soccer 2009,2008,Konami,Sports;Traditional;Team;Soccer;Sim;Sim,PC,79,7.4,2  Online,,,,,,,,,,,,
1083,3901,return to mysterious island,2004,KheopsStudio,Adventure;First-Person;Point-and-Click;Modern;Modern,PC,79,8.2,1 Player,,,,,,,,,,,,
1084,3912,kohan ahrimans gift,2001,TimeGateStudios,Strategy;General;General,PC,79,8.7,1-8 ,,,,,,,,,,,,
1085,3914,emperor battle for dune,2001,WestwoodStudios,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,79,8.2,1-8 ,,,,,,,,,,,,
1086,3915,rowans battle of britain,2001,RowanSoftwareLtd.,Simulation;Flight;WWII;Combat,PC,79,tbd,1-8 ,,,,,,,,,,,,
1087,3917,splasher,2017,Splashteam,Action;Platformer;2D,PC,79,8.0,No Online Multiplayer,,,,,,,,,,,,
1088,3920,cart life,2010,RichardHofmeier,Simulation;General;General,PC,79,6.1,not specified,,,,,,,,,,,,
1089,3922,sword of the stars born of blood,2007,KerberosProductions,Strategy;Turn-Based;General;Sci-Fi;Sci-Fi,PC,79,8.1,8  Online,,,,,,,,,,,,
1090,3928,worms reloaded,2010,Team17,Strategy;Turn-Based;General;Wargame;General;Fantasy;Artillery,PC,79,6.9,not specified,,,,,,,,,,,,
1091,3929,warhammer end times vermintide,2015,"FatsharkAB,Fatshark",Action;Shooter;First-Person;Tactical,PC,79,7.8,not specified,,,,,,,,,,,,
1093,3936,tropico 3,2009,"Haemimont,HaemimontGames",Strategy;Tycoon;Management;Tycoon;Government,PC,79,8.2,1 Player,,,,,,,,,,,,
1094,3938,wilsons heart,2017,TwistedPixelGames,Action Adventure;Adventure;General,PC,79,8.3,not specified,,,,,,,,,,,,
1095,3940,else heartbreak,2015,ErikSvedang,Role-Playing;General,PC,79,8.3,No Online Multiplayer,,,,,,,,,,,,
1096,3944,cities skylines after dark,2015,ColossalOrder,Strategy;Management;Government,PC,79,7.8,not specified,,,,,,,,,,,,
1097,3945,runaway a twist of fate,2011,PenduloStudios,Adventure;3D;Point-and-Click;Modern;Third-Person,PC,79,8.3,1 Player,,,,,,,,,,,,
1098,3949,tales of monkey island chapter 1 launch of the screaming narwhal,2009,TelltaleGames,Adventure;General;3D;Fantasy;Third-Person;Fantasy,PC,79,8.2,not specified,,,,,,,,,,,,
